pontoId,lat,lon,pathBTS1,pathBTS2,pathBTS3,pathBTS4,pathBTS5,pathBTS6,taBTS1,taBTS2,taBTS3,taBTS4,taBTS5,taBTS6
138,-8.076.816,-34.897.121,118.223.333.333.333,86.39,129.79,121.823.333.333.333,129.123.333.333.333,137.156.666.666.667,1,0,2,0,2,2
2801,-8.062.943,-34.897.297,130.756.666.666.667,102.323.333.333.333,124.856.666.666.667,115.223.333.333.333,125.823.333.333.333,114.523.333.333.333,1,2,3,2,1,0
2688,-8.063.877,-34.885.971,122.09,138.623.333.333.333,136.99,131.923.333.333.333,141.523.333.333.333,142.59,1,2,5,2,0,1
459,-8.075.163,-34.900.124,126.14,115.19,120.39,132.39,138.49,134.54,2,1,1,1,2,2
450,-8.075.237,-34.900.108,120.99,121.14,119.99,132.64,136.19,138.89,2,1,1,1,2,2
1724,-8.069.246,-34.888.065,120.39,133.49,135.14,127.79,113.34,131.54,0,1,4,1,0,1
2309,-8.066.382,-34.895.679,122.456.666.666.667,122.123.333.333.333,123.823.333.333.333,124.423.333.333.333,121.856.666.666.667,95.79,0,1,3,1,1,0
2645,-8.064.117,-34.885.654,114.29,139.056.666.666.667,132.056.666.666.667,119.556.666.666.667,138.79,143.156.666.666.667,1,2,5,2,0,1
1886,-8.068.812,-34.896.564,107.423.333.333.333,104.156.666.666.667,105.69,90.69,118.09,953.233.333.333.333,0,1,2,1,1,0
4,-807.755,-34.899.174,119.123.333.333.333,820.566.666.666.667,121.656.666.666.667,126.856.666.666.667,133.09,133.923.333.333.333,2,0,1,0,3,2
2945,-805.951,-3.490.659,136.356.666.666.667,130.856.666.666.667,131.756.666.666.667,128.99,136.59,132.49,3,4,3,4,3,2
1276,-8.070.639,-34.891.953,110.39,132.323.333.333.333,122.09,111.156.666.666.667,930.233.333.333.333,132.49,0,1,3,1,1,1
2298,-8.066.499,-34.896.774,126.623.333.333.333,986.566.666.666.667,123.49,109.156.666.666.667,125.49,898.566.666.666.667,0,1,3,1,1,0
2167,-8.067.243,-34.893.974,115.74,125.44,126.79,121.84,118.24,108.29,0,1,3,1,0,0
2585,-8.064.786,-34.893.265,128.14,123.915,128.965,125.315,128.315,117.14,0,2,3,2,0,0
2947,-8.059.426,-34.906.693,138.623.333.333.333,127.356.666.666.667,131.623.333.333.333,131.023.333.333.333,141.023.333.333.333,136.523.333.333.333,3,4,3,4,3,2
1028,-8.072.149,-34.892.288,112.74,124.44,129.54,104.69,96.89,131.34,0,0,3,0,1,1
897,-8.072.587,-34.894.554,99.89,120.69,111.556.666.666.667,113.523.333.333.333,111.756.666.666.667,130.623.333.333.333,0,0,2,0,1,1
55,-8.077.357,-34.898.674,123.223.333.333.333,808.233.333.333.333,121.423.333.333.333,120.323.333.333.333,132.723.333.333.333,135.59,2,0,1,0,2,2
761,-8.073.151,-3.490.062,125.64,125.54,122.64,120.29,140.69,128.14,1,1,1,1,2,2
2561,-8.064.989,-34.889.549,139.39,134.49,134.856.666.666.667,129.256.666.666.667,120.19,136.79,0,2,4,2,0,1
2810,-8.062.831,-34.897.293,129.556.666.666.667,103.323.333.333.333,126.823.333.333.333,115.09,124.356.666.666.667,119.29,1,2,3,2,1,0
2250,-8.066.803,-34.894.802,118.99,130.09,122.59,127.84,122.19,99.84,0,1,3,1,1,0
1270,-8.070.659,-34.892.033,103.89,133.056.666.666.667,125.423.333.333.333,109.923.333.333.333,104.556.666.666.667,126.256.666.666.667,0,1,3,1,1,1
590,-8.074.231,-34.900.223,124.29,103.99,96.49,116.256.666.666.667,134.056.666.666.667,139.29,1,1,1,1,2,2
1280,-807.063,-3.489.188,110.756.666.666.667,129.056.666.666.667,122.623.333.333.333,115.656.666.666.667,96.99,138.49,0,1,3,1,1,1
457,-8.075.178,-34.900.124,117.856.666.666.667,118.656.666.666.667,124.156.666.666.667,129.523.333.333.333,139.156.666.666.667,139.59,2,1,1,1,2,2
1415,-8.070.065,-348.974,99.84,111.04,114.34,107.24,116.29,99.79,0,1,2,1,1,1
2267,-8.066.701,-34.895.088,125.39,119.323.333.333.333,121.323.333.333.333,123.89,129.256.666.666.667,104.623.333.333.333,0,1,3,1,1,0
993,-8.072.357,-34.892.284,109.64,112.09,123.565,89.665,96.89,126.34,0,0,3,0,1,1
466,-8.075.097,-34.900.146,121.69,116.09,116.256.666.666.667,129.823.333.333.333,138.79,138.79,2,1,1,1,2,2
406,-8.075.453,-34.900.013,124.156.666.666.667,114.923.333.333.333,120.023.333.333.333,131.423.333.333.333,139.523.333.333.333,135.323.333.333.333,2,1,1,1,2,2
2831,-8.062.543,-34.901.402,129.79,126.323.333.333.333,132.323.333.333.333,116.523.333.333.333,123.823.333.333.333,126.49,2,3,3,3,2,1
115,-8.076.993,-34.897.499,116.59,82.74,133.715,120.765,127.74,137.09,1,0,2,0,2,2
246,-8.076.291,-34.896.027,447.512.252.715.524,110.79,128.556.666.666.667,126.556.666.666.667,126.423.333.333.333,132.356.666.666.667,1,0,2,0,2,2
1318,-8.070.491,-34.893.162,101.94,124.49,118.44,104.94,109.64,113.79,0,1,3,1,1,1
706,-807.345,-34.890.553,96.59,133.323.333.333.333,126.956.666.666.667,114.823.333.333.333,114.456.666.666.667,140.823.333.333.333,1,0,3,0,1,1
1184,-8.071,-34.896.893,995.233.333.333.333,118.823.333.333.333,120.056.666.666.667,109.756.666.666.667,129.856.666.666.667,122.19,0,1,2,1,1,1
1313,-8.070.502,-34.896.996,923.233.333.333.333,119.223.333.333.333,122.623.333.333.333,108.756.666.666.667,120.89,118.523.333.333.333,0,1,2,1,1,1
682,-8.073.685,-34.898.045,110.656.666.666.667,998.566.666.666.667,891.233.333.333.333,101.123.333.333.333,130.223.333.333.333,133.69,1,0,2,0,2,1
1782,-8.069.095,-34.899.643,108.09,118.923.333.333.333,117.19,114.39,117.79,102.49,1,1,2,1,2,1
1060,-8.071.958,-34.900.723,118.723.333.333.333,108.456.666.666.667,123.723.333.333.333,109.156.666.666.667,135.123.333.333.333,125.39,1,1,1,1,2,1
946,-8.072.492,-3.489.677,101.99,101.256.666.666.667,125.123.333.333.333,100.99,110.723.333.333.333,130.656.666.666.667,1,0,2,0,1,1
2696,-8.063.826,-3.489.706,126.99,105.59,124.79,109.89,128.356.666.666.667,118.29,1,2,3,2,1,0
1581,-8.069.611,-34.894.859,104.59,129.69,117.756.666.666.667,117.323.333.333.333,110.89,106.123.333.333.333,0,1,2,1,1,1
794,-8.072.952,-34.890.656,108.74,127.34,124.04,104.49,113.34,134.54,1,0,3,0,1,1
1238,-8.070.745,-34.892.376,109.69,127.14,116.64,104.24,114.44,118.99,0,1,3,1,1,1
2318,-8.066.321,-34.889.492,136.09,130.356.666.666.667,136.323.333.333.333,118.356.666.666.667,105.123.333.333.333,142.923.333.333.333,0,2,4,2,0,1
643,-8.073.932,-34.898.983,117.823.333.333.333,107.39,91.69,110.59,135.056.666.666.667,130.59,1,0,1,0,2,2
401,-8.075.468,-34.900.024,127.99,110.09,119.89,131.59,139.09,136.99,2,1,1,1,2,2
2531,-8.065.216,-34.901.371,131.69,127.94,125.49,120.59,131.14,127.09,1,2,2,2,2,1
1008,-8.072.274,-34.892.113,114.823.333.333.333,111.623.333.333.333,122.59,873.233.333.333.333,109.556.666.666.667,129.323.333.333.333,0,0,3,0,1,1
129,-8.076.888,-34.897.358,117.956.666.666.667,809.233.333.333.333,133.456.666.666.667,119.223.333.333.333,130.39,139.756.666.666.667,1,0,2,0,2,2
2184,-806.714,-34.894.188,130.39,125.956.666.666.667,125.023.333.333.333,128.79,121.39,938.566.666.666.667,0,1,3,1,0,0
2773,-8.063.297,-34.897.259,129.44,108.84,120.14,98.39,129.29,117.89,1,2,3,2,1,0
1339,-8.070.419,-34.893.299,98.69,120.723.333.333.333,121.89,105.656.666.666.667,104.99,108.99,0,1,3,1,1,1
2756,-8.063.487,-34.897.236,129.59,104.19,124.89,99.79,124.89,111.84,1,2,3,2,1,0
879,-8.072.634,-34.890.709,94.09,120.69,117.956.666.666.667,107.19,107.356.666.666.667,131.19,0,1,3,1,1,1
2789,-8.063.093,-34.886.887,126.223.333.333.333,137.723.333.333.333,141.69,138.59,144.256.666.666.667,144.956.666.666.667,1,3,5,3,0,1
2953,-8.059.342,-34.906.818,140.823.333.333.333,122.99,139.59,136.056.666.666.667,137.49,142.956.666.666.667,3,4,3,4,3,2
1118,-8.071.439,-34.897.057,95.34,120.69,127.64,107.14,123.89,110.59,1,1,2,1,1,1
389,-8.075.505,-34.893.055,113.69,122.49,127.99,107.265,120.165,135.69,1,0,2,0,2,2
242,-8.076.303,-34.899.761,128.99,107.156.666.666.667,128.556.666.666.667,130.556.666.666.667,141.123.333.333.333,140.59,2,1,1,1,2,2
2453,-8.065.779,-3.488.953,139.39,130.99,135.29,119.023.333.333.333,109.09,134.223.333.333.333,0,2,4,2,0,1
630,-8.074.041,-34.900.433,122.356.666.666.667,124.656.666.666.667,118.523.333.333.333,124.69,142.79,138.423.333.333.333,1,1,1,1,2,2
449,-807.525,-34.892.239,117.656.666.666.667,117.99,130.923.333.333.333,99.29,123.623.333.333.333,133.123.333.333.333,1,0,3,0,1,2
1289,-8.070.595,-34.896.809,97.89,116.056.666.666.667,114.89,970.233.333.333.333,123.656.666.666.667,118.79,0,1,2,1,1,1
2708,-806.376,-34.894.039,140.056.666.666.667,111.923.333.333.333,134.19,132.59,136.356.666.666.667,117.023.333.333.333,0,2,3,2,1,0
2014,-8.068.492,-34.897.316,102.456.666.666.667,116.523.333.333.333,115.39,114.456.666.666.667,124.89,104.49,0,1,2,1,1,0
2259,-8.066.758,-3.489.563,123.523.333.333.333,123.19,119.256.666.666.667,119.756.666.666.667,127.19,95.49,0,1,3,1,1,0
935,-8.072.507,-34.894.249,100.556.666.666.667,117.723.333.333.333,102.756.666.666.667,100.056.666.666.667,118.623.333.333.333,133.656.666.666.667,0,0,2,0,1,1
1419,-8.070.052,-34.893.997,104.94,122.59,120.64,104.69,106.84,106.94,0,1,3,1,1,1
677,-8.073.727,-34.900.501,118.69,114.29,112.59,126.79,142.34,130.54,1,1,1,1,2,2
1077,-8.071.802,-3.489.724,102.59,118.39,122.29,108.69,129.09,110.623.333.333.333,1,0,2,0,1,1
2042,-8.068.375,-34.891.582,103.523.333.333.333,128.19,124.256.666.666.667,121.456.666.666.667,119.59,112.356.666.666.667,0,1,3,1,0,0
273,-807.615,-34.894.905,116.156.666.666.667,107.056.666.666.667,128.29,102.823.333.333.333,128.923.333.333.333,141.723.333.333.333,1,0,2,0,2,2
1675,-8.069.368,-34.895.348,108.356.666.666.667,121.09,111.39,109.29,108.723.333.333.333,112.623.333.333.333,0,1,2,1,1,0
1278,-8.070.631,-34.900.887,125.69,123.84,128.99,120.94,132.29,131.64,1,1,1,1,2,1
1819,-8.068.976,-34.900.459,119.44,117.14,125.04,121.14,131.04,110.14,1,1,2,1,2,1
2905,-8.061.223,-34.904.346,136.04,113.09,129.14,134.64,127.19,130.44,2,3,3,3,3,2
987,-8.072.389,-34.892.269,116.79,116.29,122.99,96.54,109.34,126.34,0,0,3,0,1,1
741,-8.073.213,-34.896.412,930.233.333.333.333,109.156.666.666.667,94.69,105.456.666.666.667,121.256.666.666.667,125.823.333.333.333,1,0,2,0,2,1
692,-8.073.599,-34.900.524,124.34,124.29,125.99,124.99,143.14,133.39,1,1,1,1,2,2
1164,-8.071.122,-34.896.942,93.64,116.94,120.69,103.79,125.89,121.89,1,1,2,1,1,1
597,-8.074.223,-34.890.263,103.723.333.333.333,139.523.333.333.333,126.79,126.623.333.333.333,122.856.666.666.667,140.656.666.666.667,1,0,3,0,1,2
667,-807.377,-34.898.369,119.39,951.233.333.333.333,970.233.333.333.333,104.99,126.49,130.29,1,0,1,0,2,2
1895,-8.068.774,-34.889.645,125.656.666.666.667,133.156.666.666.667,135.223.333.333.333,118.923.333.333.333,104.09,135.956.666.666.667,0,1,3,1,0,1
2001,-8.068.544,-34.891.232,113.84,127.24,121.24,112.39,112.89,106.84,0,1,3,1,0,1
1858,-8.068.867,-34.900.402,106.84,113.04,124.29,119.69,124.89,109.79,1,1,2,1,2,1
2866,-8.062.255,-3.488.792,135.19,128.99,137.59,141.815,140.465,144.99,1,3,4,3,0,1
561,-8.074.384,-3.489.373,93.64,107.79,111.99,87.09,113.09,114.49,1,0,2,0,1,1
1117,-8.071.461,-34.900.787,117.89,118.69,113.79,114.656.666.666.667,135.19,124.956.666.666.667,1,1,1,1,2,1
1433,-807.001,-34.896.118,105.123.333.333.333,124.023.333.333.333,115.09,107.39,129.723.333.333.333,118.156.666.666.667,0,1,2,1,1,1
477,-8.075.004,-34.900.188,130.69,125.24,124.94,133.24,140.64,139.09,2,1,1,1,2,2
2698,-8.063.823,-34.886.013,124.456.666.666.667,136.19,137.99,132.456.666.666.667,138.89,143.59,1,2,5,2,0,1
2546,-8.065.062,-34.885.666,123.19,131.49,133.19,125.956.666.666.667,118.523.333.333.333,136.456.666.666.667,1,2,5,2,0,1
2261,-8.066.756,-34.892.712,133.39,123.023.333.333.333,125.923.333.333.333,130.823.333.333.333,120.156.666.666.667,100.156.666.666.667,0,1,3,1,0,0
2008,-8.068.514,-34.891.293,110.356.666.666.667,126.956.666.666.667,126.19,115.19,117.59,116.323.333.333.333,0,1,3,1,0,1
1456,-8.069.949,-34.900.837,127.456.666.666.667,130.99,113.39,125.09,132.056.666.666.667,127.256.666.666.667,1,1,1,1,2,1
2683,-8.063.899,-3.488.596,128.356.666.666.667,133.056.666.666.667,136.923.333.333.333,131.523.333.333.333,139.256.666.666.667,141.923.333.333.333,1,2,5,2,0,1
1696,-806.931,-34.899.082,103.19,113.856.666.666.667,119.456.666.666.667,112.023.333.333.333,112.956.666.666.667,103.99,1,1,2,1,2,1
1086,-8.071.735,-34.897.202,106.69,112.74,121.84,106.34,131.64,109.64,1,0,2,0,1,1
2796,-8.062.998,-34.897.293,129.74,95.84,121.49,117.19,125.24,116.99,1,2,3,2,1,0
1755,-8.069.179,-34.899.422,108.29,119.69,119.29,117.456.666.666.667,116.89,110.456.666.666.667,1,1,2,1,2,1
2921,-8.060.705,-34.905.224,136.34,134.34,128.29,132.79,132.89,130.49,2,3,3,3,3,2
1418,-8.070.053,-34.897.274,993.233.333.333.333,117.623.333.333.333,118.856.666.666.667,112.623.333.333.333,117.956.666.666.667,103.456.666.666.667,0,1,2,1,1,1
2235,-8.066.892,-34.901.016,125.39,118.99,117.69,114.04,111.94,120.09,1,2,2,2,2,1
2358,-8.065.992,-34.896.591,122.24,113.29,127.59,123.29,118.64,100.89,0,2,3,2,1,0
1759,-806.916,-34.895.664,107.19,127.056.666.666.667,117.723.333.333.333,108.156.666.666.667,119.823.333.333.333,117.823.333.333.333,0,1,2,1,1,0
1713,-8.069.274,-34.895.515,107.256.666.666.667,116.59,121.89,99.29,113.79,118.423.333.333.333,0,1,2,1,1,0
982,-8.072.403,-34.893.414,102.623.333.333.333,121.923.333.333.333,114.69,103.056.666.666.667,107.823.333.333.333,126.956.666.666.667,0,0,3,0,1,1
2359,-8.065.984,-34.896.732,128.69,109.223.333.333.333,126.323.333.333.333,100.856.666.666.667,119.856.666.666.667,107.423.333.333.333,0,2,3,2,1,0
1911,-8.068.727,-34.889.603,130.39,135.223.333.333.333,139.556.666.666.667,117.956.666.666.667,106.923.333.333.333,137.29,0,1,3,1,0,1
2890,-8.061.533,-34.902.557,131.023.333.333.333,108.79,132.29,133.256.666.666.667,127.423.333.333.333,130.456.666.666.667,2,3,3,3,2,1
1089,-8.071.704,-34.900.768,126.49,112.64,117.59,126.19,136.74,125.04,1,1,1,1,2,1
191,-8.076.435,-34.895.664,120.34,106.89,135.79,114.965,129.465,138.615,1,0,2,0,2,2
1092,-8.071.685,-34.891.964,96.29,111.923.333.333.333,127.79,936.566.666.666.667,106.89,131.956.666.666.667,0,1,3,1,1,1
1714,-8.069.274,-34.895.439,107.356.666.666.667,114.19,120.856.666.666.667,103.856.666.666.667,114.223.333.333.333,114.69,0,1,2,1,1,0
498,-8.074.782,-348.936,110.656.666.666.667,109.59,120.656.666.666.667,902.566.666.666.667,127.223.333.333.333,125.456.666.666.667,1,0,2,0,1,2
2192,-8.067.104,-34.892.494,138.39,123.656.666.666.667,127.656.666.666.667,121.123.333.333.333,119.89,113.523.333.333.333,0,1,3,1,0,0
2031,-8.068.451,-34.891.434,105.565,128.765,126.315,109.09,114.515,119.09,0,1,3,1,0,1
2236,-8.066.881,-34.892.612,133.69,128.656.666.666.667,128.99,125.823.333.333.333,120.623.333.333.333,107.49,0,1,3,1,0,0
321,-8.075.891,-3.489.616,120.69,109.59,130.49,122.29,127.556.666.666.667,131.056.666.666.667,1,0,2,0,2,2
2269,-8.066.692,-34.893.692,114.59,129.39,131.19,125.49,118.523.333.333.333,115.156.666.666.667,0,1,3,1,0,0
2679,-8.063.912,-34.885.941,116.7,134.263.333.333.333,133.82,128.716.666.666.667,139.61,141.9,1,2,5,2,0,1
1986,-806.857,-34.896.713,105.69,121.89,118.84,118.44,119.29,106.49,0,1,2,1,1,0
2401,-806.582,-34.890.743,133.523.333.333.333,135.49,128.856.666.666.667,128.29,120.056.666.666.667,121.523.333.333.333,0,2,4,2,0,0
508,-8.074.692,-34.890.453,113.59,130.09,130.64,100.04,131.89,148.34,1,0,3,0,1,2
2549,-8.065.039,-34.885.593,122.49,132.356.666.666.667,137.756.666.666.667,123.39,118.223.333.333.333,136.456.666.666.667,1,2,5,2,0,1
333,-8.075.839,-34.893.936,112.423.333.333.333,118.823.333.333.333,125.023.333.333.333,111.456.666.666.667,126.69,139.29,1,0,2,0,2,2
76,-8.077.255,-34.898.392,118.423.333.333.333,853.233.333.333.333,119.19,123.556.666.666.667,130.423.333.333.333,135.123.333.333.333,2,0,1,0,2,2
448,-8.075.251,-3.489.225,110.956.666.666.667,126.09,124.99,975.566.666.666.667,124.556.666.666.667,136.523.333.333.333,1,0,3,0,1,2
1669,-8.069.386,-34.895.351,106.256.666.666.667,122.623.333.333.333,118.556.666.666.667,110.256.666.666.667,120.456.666.666.667,111.756.666.666.667,0,1,2,1,1,0
203,-8.076.425,-34.895.607,111.89,942.233.333.333.333,132.523.333.333.333,112.29,130.89,136.223.333.333.333,1,0,2,0,2,2
2893,-8.061.481,-34.902.824,134.923.333.333.333,108.923.333.333.333,133.423.333.333.333,131.59,128.69,129.856.666.666.667,2,3,3,3,2,1
2326,-8.066.256,-34.889.378,129.723.333.333.333,134.456.666.666.667,133.356.666.666.667,131.29,974.233.333.333.333,144.19,0,2,4,2,0,1
1003,-807.231,-34.896.618,103.956.666.666.667,103.823.333.333.333,124.223.333.333.333,666.951.113.393.207,125.556.666.666.667,129.39,1,0,2,0,1,1
5,-8.077.547,-34.899.319,127.59,110.89,130.923.333.333.333,138.29,135.823.333.333.333,135.123.333.333.333,2,0,1,0,3,2
2878,-8.061.922,-34.901.936,133.29,119.423.333.333.333,130.89,127.656.666.666.667,127.59,128.256.666.666.667,2,3,3,3,2,1
2899,-806.135,-34.903.572,135.623.333.333.333,113.69,131.89,133.556.666.666.667,128.223.333.333.333,129.49,2,3,3,3,2,1
2738,-8.063.593,-34.888.931,118.79,124.623.333.333.333,135.123.333.333.333,128.056.666.666.667,129.356.666.666.667,140.556.666.666.667,1,2,4,2,0,1
1649,-8.069.448,-34.895.206,107.79,125.956.666.666.667,112.99,113.69,112.623.333.333.333,112.156.666.666.667,0,1,2,1,1,0
2004,-8.068.528,-34.889.545,119.656.666.666.667,135.923.333.333.333,134.656.666.666.667,114.823.333.333.333,109.49,131.956.666.666.667,0,1,4,1,0,1
904,-8.072.575,-34.896.355,108.69,118.14,119.84,107.89,118.39,140.99,1,0,2,0,1,1
829,-8.072.861,-34.896.641,108.79,95.29,122.89,91.24,121.79,136.44,1,0,2,0,2,1
588,-8.074.249,-34.900.349,121.823.333.333.333,109.823.333.333.333,106.49,119.723.333.333.333,139.556.666.666.667,137.323.333.333.333,1,1,1,1,2,2
162,-8.076.615,-34.896.526,112.69,108.256.666.666.667,131.323.333.333.333,115.623.333.333.333,124.69,138.723.333.333.333,1,0,2,0,2,2
1067,-8.071.883,-3.489.201,98.115,119.415,129.565,102.49,109.24,133.565,0,0,3,0,1,1
2846,-8.062.387,-34.901.558,134.79,125.156.666.666.667,134.756.666.666.667,129.423.333.333.333,129.623.333.333.333,127.756.666.666.667,2,3,3,3,2,1
2394,-8.065.823,-34.890.781,139.615,134.865,132.765,132.19,119.09,115.665,0,2,4,2,0,0
108,-8.077.034,-34.899.506,118.79,110.94,120.39,132.99,129.84,138.34,2,1,1,1,3,2
2722,-8.063.666,-34.896.717,123.923.333.333.333,106.29,127.223.333.333.333,127.99,121.89,113.223.333.333.333,1,2,3,2,1,0
2036,-8.068.414,-34.891.506,104.59,131.94,128.84,117.39,113.19,113.39,0,1,3,1,0,0
2149,-8.067.491,-34.896.732,114.14,108.09,110.44,90.79,122.49,106.19,0,1,2,1,1,0
2073,-8.068.153,-34.899.975,106.34,108.34,120.09,100.34,128.84,106.09,1,1,2,1,2,1
196,-8.076.431,-34.895.622,118.056.666.666.667,925.566.666.666.667,130.89,112.456.666.666.667,128.456.666.666.667,136.29,1,0,2,0,2,2
234,-807.634,-34.895.985,127.823.333.333.333,113.456.666.666.667,136.623.333.333.333,128.123.333.333.333,130.623.333.333.333,140.523.333.333.333,1,0,2,0,2,2
720,-8.073.298,-34.896.614,99.09,118.256.666.666.667,946.566.666.666.667,108.956.666.666.667,123.656.666.666.667,127.923.333.333.333,1,0,2,0,2,1
2251,-8.066.795,-34.896.458,114.89,113.59,123.14,123.49,129.44,94.34,0,1,3,1,1,0
2075,-8.068.146,-34.892.071,111.723.333.333.333,127.29,125.856.666.666.667,113.956.666.666.667,111.323.333.333.333,114.923.333.333.333,0,1,3,1,0,0
1214,-8.070.808,-34.892.376,106.14,120.84,123.64,106.69,107.99,115.79,0,1,3,1,1,1
381,-8.075.533,-34.896.263,115.19,109.823.333.333.333,131.69,126.69,127.223.333.333.333,134.69,1,0,2,0,2,2
1635,-8.069.481,-34.889.503,127.623.333.333.333,136.69,131.09,117.056.666.666.667,108.823.333.333.333,137.39,0,1,3,1,0,1
226,-8.076.376,-34.895.996,122.323.333.333.333,104.123.333.333.333,129.923.333.333.333,121.523.333.333.333,127.723.333.333.333,131.99,1,0,2,0,2,2
1195,-8.070.925,-34.891.781,101.34,114.49,124.29,95.69,97.79,134.19,0,1,3,1,1,1
227,-8.076.372,-34.895.603,124.623.333.333.333,102.923.333.333.333,131.356.666.666.667,115.456.666.666.667,126.823.333.333.333,138.756.666.666.667,1,0,2,0,2,2
402,-8.075.466,-34.896.294,122.172.352.941.176,114.595.882.352.941,131.519.411.764.706,115.095.882.352.941,128.413.529.411.765,138.225.294.117.647,1,0,2,0,2,2
1351,-8.070.369,-34.897.221,91.89,117.49,118.59,111.44,124.19,103.64,0,1,2,1,1,1
1775,-8.069.133,-34.899.548,112.79,118.29,119.756.666.666.667,117.423.333.333.333,120.79,106.156.666.666.667,1,1,2,1,2,1
2418,-8.065.805,-34.889.973,140.99,129.19,135.856.666.666.667,126.723.333.333.333,109.69,128.656.666.666.667,0,2,4,2,0,0
1137,-8.071.306,-34.897.022,101.49,117.123.333.333.333,122.756.666.666.667,118.89,131.056.666.666.667,121.323.333.333.333,1,1,2,1,1,1
1956,-8.068.613,-34.889.328,122.39,132.523.333.333.333,133.223.333.333.333,118.356.666.666.667,105.223.333.333.333,130.023.333.333.333,0,1,4,1,0,1
2732,-80.636,-34.897.221,130.223.333.333.333,105.49,125.09,968.233.333.333.333,123.49,113.79,1,2,3,2,1,0
1653,-8.069.434,-34.895.256,101.64,123.29,123.74,114.64,115.09,110.69,0,1,2,1,1,0
93,-8.077.133,-34.899.464,123.823.333.333.333,110.356.666.666.667,122.39,132.723.333.333.333,132.556.666.666.667,135.623.333.333.333,2,1,1,1,3,2
2256,-8.066.765,-34.901.043,123.19,123.29,121.956.666.666.667,115.423.333.333.333,119.29,115.656.666.666.667,1,2,2,2,2,1
64,-807.733,-34.898.716,120.623.333.333.333,821.233.333.333.333,123.39,124.056.666.666.667,126.69,133.99,2,0,1,0,2,2
2426,-8.065.799,-3.488.969,142.29,132.423.333.333.333,137.79,128.423.333.333.333,105.256.666.666.667,133.99,0,2,4,2,0,1
2113,-8.067.918,-3.489.053,120.156.666.666.667,124.523.333.333.333,130.723.333.333.333,113.023.333.333.333,950.566.666.666.667,129.023.333.333.333,0,1,3,1,0,1
1538,-8.069.718,-34.898.018,100.99,120.39,114.823.333.333.333,114.256.666.666.667,122.656.666.666.667,105.69,1,1,2,1,1,1
2292,-8.066.543,-34.895.298,111.823.333.333.333,115.756.666.666.667,120.956.666.666.667,122.056.666.666.667,120.89,984.566.666.666.667,0,1,3,1,1,0
1643,-806.946,-34.895.771,98.54,125.39,114.79,105.24,112.14,115.59,0,1,2,1,1,1
297,-8.076.015,-34.899.841,123.99,116.89,119.29,137.99,137.69,140.223.333.333.333,2,1,1,1,2,2
860,-8.072.696,-3.489.436,877.233.333.333.333,107.656.666.666.667,111.39,878.566.666.666.667,105.656.666.666.667,126.423.333.333.333,0,0,2,0,1,1
464,-8.075.114,-34.900.146,115.99,115.823.333.333.333,123.69,130.156.666.666.667,142.056.666.666.667,137.523.333.333.333,2,1,1,1,2,2
22,-8.077.501,-34.899.261,115.723.333.333.333,873.566.666.666.667,114.99,121.39,132.123.333.333.333,133.156.666.666.667,2,0,1,0,3,2
2614,-8.064.413,-34.897.125,130.656.666.666.667,99.89,121.256.666.666.667,905.566.666.666.667,127.79,112.59,1,2,3,2,1,0
2788,-8.063.125,-34.888.653,120.623.333.333.333,129.923.333.333.333,141.723.333.333.333,126.756.666.666.667,130.023.333.333.333,135.69,1,2,4,2,0,1
2523,-8.065.293,-34.893.894,133.223.333.333.333,121.423.333.333.333,125.723.333.333.333,130.29,117.29,112.123.333.333.333,0,2,3,2,0,0
2375,-8.065.859,-34.888.054,132.64,133.465,135.465,126.04,114.74,138.39,1,2,4,2,0,1
1824,-8.068.967,-34.899.975,994.566.666.666.667,115.99,119.59,113.556.666.666.667,117.69,109.556.666.666.667,1,1,2,1,2,1
2895,-8.061.441,-34.903.042,138.64,112.59,129.79,133.49,133.94,130.04,2,3,3,3,2,1
1385,-8.070.153,-3.488.966,112.79,140.09,131.756.666.666.667,118.356.666.666.667,110.756.666.666.667,136.89,0,1,3,1,0,1
2684,-8.063.892,-34.901.459,138.056.666.666.667,124.323.333.333.333,130.723.333.333.333,118.49,131.456.666.666.667,120.69,1,2,2,2,2,1
2792,-806.306,-34.888.618,121.756.666.666.667,128.29,136.09,130.423.333.333.333,132.89,136.056.666.666.667,1,2,4,2,0,1
1009,-8.072.272,-34.896.671,104.24,99.14,121.89,90.74,125.94,128.79,1,0,2,0,1,1
1557,-806.967,-34.898.144,103.59,119.59,116.19,115.29,118.19,110.14,1,1,2,1,1,1
451,-807.523,-34.900.101,121.656.666.666.667,116.49,123.59,132.29,140.423.333.333.333,137.09,2,1,1,1,2,2
927,-807.253,-34.896.248,109.59,109.056.666.666.667,122.29,93.89,119.556.666.666.667,120.956.666.666.667,1,0,2,0,1,1
1868,-8.068.844,-34.900.398,108.09,118.423.333.333.333,122.09,122.523.333.333.333,123.623.333.333.333,112.09,1,1,2,1,2,1
2909,-8.061.136,-34.904.743,135.823.333.333.333,113.623.333.333.333,133.39,129.89,130.723.333.333.333,136.356.666.666.667,2,3,3,3,3,2
1268,-8.070.662,-34.891.899,104.79,129.49,124.09,117.723.333.333.333,989.233.333.333.333,132.956.666.666.667,0,1,3,1,1,1
1468,-8.069.924,-3.489.753,107.356.666.666.667,116.823.333.333.333,117.156.666.666.667,114.356.666.666.667,124.823.333.333.333,111.556.666.666.667,1,1,2,1,1,1
